Author,Section,Question,Answer,Category,A1,A2,A3
Human Summary,2.1.3,What increases precision and recall?,Reducing error,Interpretable,Y,Y,N
Automatic Summary,2.1.4,Where can a range of numbers be specified by enclosing them?,curly brackets,Interpretable,Y,N,Y
Original Text,2.1.4,Special characters are referred to by special notation based on what?,backslash,Interpretable,Y,Y,Y
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Interpretable,N,N,N
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Interpretable,N,N,N
Automatic Summary,2.1.5,What is a simple regular expression for a dollar sign followed by a string of digits?,/$[0-9+/,Interpretable,Y,Y,Y
Original Text,2.1.5,What do we need to allow for optional fractions?,disk space,Interpretable,Y,N,N
Original Text,2.1.5,What do we want to help a user buy a computer on the Web?,build an application,Interpretable,Y,N,N
Original Text,2.1.5,What will we add after the decimal point and two digits?,a decimal point and two digits,Interpretable,Y,N,N
Automatic Summary,2.1.5,What does this pattern only allow?,$199.99,Interpretable,N,N,N
Automatic Summary,2.1.5,What do we need to allow for?,optional fractions,Interpretable,N,N,N
Human Summary,2.1.6,When does the command(? :) indicate a non-capturing group?,after an opening parenthesis,Interpretable,Y,Y,Y
Original Text,2.1.6,What can the parenthesis and number operators specify?,a certain string or expression must occur twice in the text,Interpretable,Y,N,Y
Original Text,2.1.6,Creating patterns is the topic of what exercise?,Exercise 2.3,Interpretable,N,N,Y
Human Summary,2.1.6,Capture group means using what to store a pattern in memory?,parentheses,Interpretable,Y,Y,Y
Automatic Summary,2.1.6,What does the next set of substitutions do in the input?,matches and replaces other patterns,Interpretable,N,N,N
Human Summary,2.1.7,What is used to rule out special cases while parsing complex pattern?,Negative lookahead,Interpretable,Y,Y,N
Original Text,2.1.7,"What do we use when we want to match, at the beginning of a line, any single word that doesn't start with ""Volcano",negative lookahead,Interpretable,N,Y,Y
Automatic Summary,2.1.7,"The operator (?= pattern) is true if pattern occurs, but is zero-width, i.e. what doesn't advance",match pointer,Interpretable,N,Y,N
Automatic Summary,2.1.7,What is commonly used when we are parsing complex patterns but want to rule out a special case?,Negative lookahead,Interpretable,Y,Y,Y
Automatic Summary,2.2,What is a million-word collection of samples from 500 written English texts from different genres called?,The Brown corpus,Interpretable,Y,Y,Y
Original Text,2.2,What is the relationship between the number of types |V | and number of tokens N called?,Herdan's Law,Interpretable,Y,Y,Y
Original Text,2.2,What word has the same lemma cat but are different wordforms?,cats,Interpretable,N,Y,N
Human Summary,2.2,What are utterances?,spoken sentences,Interpretable,Y,Y,Y
Human Summary,2.2,"What is a set of lexical forms that share the steam, major part-of-speech, and word sense?",A lemma,Interpretable,Y,Y,Y
Original Text,2.2,What is the main part of an utterance?,business data processing,Interpretable,Y,Y,Y
Original Text,2.2,What do we sometimes keep around?,disfluencies,Interpretable,N,Y,N
Original Text,2.2,What corpus of American English telephone conversations between strangers was collected in the early 1990s?,Switchboard,Interpretable,Y,Y,Y
Human Summary,2.2,How can we differentiate the number of words?,by counting tokens or types,Interpretable,Y,Y,Y
Automatic Summary,2.2,What are words like uh and um called fillers?,filled pauses,Interpretable,Y,Y,N
Human Summary,2.2,What is the rough upper limit for the number of possible lemmas?,Dictionary entries or boldface forms,Interpretable,Y,Y,Y
Original Text,2.3,How does a corpus of texts from different historical periods change?,Language changes over time,Interpretable,Y,Y,Y
Original Text,2.3,What do most languages have?,multiple varieties,Interpretable,Y,N,N
Original Text,2.3,What language was the corpus in?,What language,Interpretable,N,N,N
Human Summary,2.3,What specifies properties of a dataset used in the development of computational models?,data statement,Interpretable,Y,Y,N
Original Text,2.3,When are NLP algorithms most useful?,when they apply across many languages,Interpretable,Y,Y,Y
Human Summary,2.3,What are some variations in languages?,"dialect, code switching, genre",Interpretable,Y,Y,Y
Original Text,2.3,What is the context of a corpus?,When and in what situation was the text written/spoken,Interpretable,Y,Y,Y
Automatic Summary,2.3,"When developing computational models for language processing from a corpus, it's important to consider what?","who produced the language, in what context, for what purpose",Interpretable,Y,Y,Y
Automatic Summary,2.3,How does a corpus of texts from different historical periods change?,Language changes over time,Interpretable,Y,Y,N
Automatic Summary,2.4.0,"Before almost any natural language processing of a text, the text has to be what?",normalized,Interpretable,Y,Y,Y
Automatic Summary,2.4.0,What is the term for segmenting words?,Tokenizing,Interpretable,Y,Y,Y
Automatic Summary,2.4.0,How do we go through each of these tasks?,walk through,Interpretable,N,N,N
Automatic Summary,2.4.1,What are the most frequent words in Shakespeare?,"articles, pronouns, prepositions",Interpretable,Y,Y,N
Human Summary,2.4.1,"Unix can collapse, sort, and build statistics for the words in a corpus using commands such as what?",tr,Interpretable,Y,Y,Y
Human Summary,2.4.1,What are the minimal tasks applied as part of any normalization process?,"Tokenizing words, normalizing word formats, and segmenting sentences",Interpretable,Y,Y,Y
Human Summary,2.4.1,What command in Unix changes particular characters in the input?,The tr command,Interpretable,Y,Y,Y
Automatic Summary,2.4.1,What can Unix tools be useful for?,building quick word count statistics,Interpretable,Y,Y,N
Human Summary,2.4.1,What are some examples of function words?,"articles, pronouns, and prepositions",Interpretable,Y,Y,Y
Human Summary,2.4.1,What are the most frequent words?,function words,Interpretable,Y,Y,N
Human Summary,2.4.2,What must we account for according to where and how they are used?,punctuation and special characters,Interpretable,Y,N,N
Automatic Summary,2.4.2,How many characters long are words on average?,2.4,Interpretable,Y,Y,Y
Human Summary,2.4.2,"What is the identification of names, dates, organizations, etc?",Named entity recognition,Interpretable,Y,Y,Y
Human Summary,2.4.2,What do algorithms have to deal with?,ambiguities,Interpretable,Y,Y,N
Original Text,2.4.2,What is a unit of meaning called?,a morpheme,Interpretable,Y,Y,Y
Human Summary,2.4.2,What language requires word segmentation?,Japanese,Interpretable,Y,N,N
Automatic Summary,2.4.2,What NLP algorithms require algorithms for word segmentation?,Japanese and Thai,Interpretable,Y,Y,N
Human Summary,2.4.2,What language has no spaces?,Chinese,Interpretable,Y,Y,Y
Original Text,2.4.2,How are neural sequence models trained?,supervised machine learning,Interpretable,Y,Y,Y
Original Text,2.4.2,What are characters called in Chinese?,hanzi,Interpretable,Y,Y,Y
Automatic Summary,2.4.3,What runs on the test data the merges we have learned from the training data?,The token parser,Interpretable,Y,Y,Y
Human Summary,2.4.3,Tokenizers often do what in order to solve the unknown word problem?,induce subwords,Interpretable,Y,Y,Y
Human Summary,2.4.3,What implements both byte-pair encoding and unigram language modeling?,a SentencePiece library,Interpretable,Y,Y,Y
Original Text,2.4.3,What is one of the three algorithms used by the token learner?,byte-pair encoding,Interpretable,N,Y,Y
Automatic Summary,2.4.3,What is another name for a corpus that NLP algorithms learn from?,training corpus,Interpretable,Y,Y,Y
Original Text,2.4.3,What is the smallest meaning-bearing unit of a language?,morpheme,Interpretable,Y,Y,Y
Human Summary,2.4.3,What library implements byte-pair encoding and unigram language modeling?,The SentencePiece library,Interpretable,Y,Y,Y
Human Summary,2.4.3,What induces a set of tokens from raw data?,token learner,Interpretable,Y,Y,Y
Original Text,2.4.3,Why does the token parser run on the test data?,the frequencies in the test data don't play a role,Interpretable,N,Y,Y
Human Summary,2.4.3,What are most tokenization schemes made out of?,token learner and a token segmenter,Interpretable,Y,Y,Y
Human Summary,2.4.4,What is standardizing the format of words and tokens?,Word normalization,Interpretable,Y,Y,Y
Automatic Summary,2.4.4,What is generally not done for sentiment analysis analysis and machine translation?,case folding,Interpretable,Y,Y,N
Original Text,2.4.4,What are two types of normalization that we might want to see information from documents whether they mention the US or the USA?,information retrieval or information extraction,Interpretable,Y,Y,N
Original Text,2.4.4,"What is the central morpheme of the word, supplying the main meaning, and affixes?",stems,Interpretable,N,Y,Y
Human Summary,2.4.4,What determines if two words share the same root?,Lemmatization,Interpretable,Y,Y,Y
Human Summary,2.4.4,What are the two broad classes of morphemes?,"stems, and affixes",Interpretable,Y,Y,Y
Original Text,2.4.5,What character is ambiguous between a sentence boundary marker and a marker of abbreviations like Mr. or Inc?,period character,Interpretable,Y,Y,Y
Automatic Summary,2.4.5,What is one of the most useful cues for segmenting a text into sentences?,punctuation,Interpretable,Y,Y,Y
Automatic Summary,2.4.5,What is another important step in text processing?,Sentence segmentation,Interpretable,Y,Y,N
Human Summary,2.4.5,What are some clues in sentence segmentation?,"periods, question marks, and exclamation points",Interpretable,Y,Y,Y
Automatic Summary,2.5.0,What represents an operation list for converting the top string into the bottom string?,a series of symbols,Interpretable,Y,N,Y
Original Text,2.5.0,What is a similar word to a graffe?,graffe,Interpretable,Y,N,N
Human Summary,2.5.0,What is the task of deciding whether two strings refer to the same entity?,Coreference,Interpretable,Y,Y,Y
Original Text,2.5.0,How many words do the two strings differ by?,one,Interpretable,N,N,N
Automatic Summary,2.5.0,What is the minimum edit distance?,minimum number of editing operations needed to transform one string into another,Interpretable,Y,Y,Y
Original Text,2.5.0,What gives us a way to quantify both of these intuitions about string similarity?,Edit distance,Interpretable,Y,N,N
Original Text,2.5.0,What did Levenshtein propose in his metric that each insertion or deletion has a cost of 1 and what else?,substitutions are not allowed,Interpretable,Y,Y,N
Automatic Summary,2.5.0,What is the most important visualization for string distances?,an alignment between the two strings,Interpretable,Y,Y,N
Human Summary,2.5.0,What is the minimum number of editing operations required to make two strings equal?,Minimum edit distance,Interpretable,Y,Y,Y
Human Summary,2.5.0,What can help to quantify the similarity between strings?,Minimum edit distance,Interpretable,Y,Y,Y
Original Text,2.5.1,What is the minimum edit distance?,2.8,Interpretable,N,N,Y
Automatic Summary,2.5.1,What is useful throughout speech and language processing?,Aligning two strings,Interpretable,Y,N,N
Automatic Summary,2.5.1,When was dynamic programming first introduced?,1957,Interpretable,Y,Y,Y
Automatic Summary,2.5.1,What plays a role in machine translation?,Alignment,Interpretable,Y,Y,N
Original Text,2.5.1,Where is the minimum edit distance algorithm summarized?,Fig. 2.17,Interpretable,N,N,N
Original Text,2.5.1,Where are the backpointers from a cell shown in Fig. 2.19?,2.19,Interpretable,N,N,N
Automatic Summary,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,Dynamic programming,Interpretable,Y,Y,Y
Original Text,2.5.1,Where are the backpointers from a cell shown?,Fig. 2.19,Interpretable,N,N,N
Original Text,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,dynamic programming,Interpretable,Y,Y,Y
Original Text,2.5.1,What is the edit distance between X 1..i and Y 1..j?,"D|i, j",Interpretable,N,Y,Y
Human Summary,2.5.1,Who named the minimum edit distance algorithm?,Wagner and Fischer,Interpretable,Y,Y,Y
Automatic Summary,3.0,"What writing tools need to find and correct errors in writing like ""Their are two midterms""?",spelling correction or grammatical error correction,Interpretable,Y,Y,Y
Human Summary,3.0,What can refer to both a sequence of n words and the predictive model that assigns it a probability?,n-gram,Interpretable,Y,Y,Y
Human Summary,3.0,"What is essential for speech recognition, spelling or grammar correction, machine translation, and augmentative communication technologies?",Predicting upcoming words,Interpretable,Y,Y,N
Original Text,3.0,"What are essential in any task in which we have to identify words in noisy, ambiguous input?",Probabilities,Interpretable,Y,Y,Y
